year,country_code,citl_information,value,unit,version
2012,NO,1.1.1 Free allocation to existing entities (Art. 10a(1)),1068546,units,81
2013,NO,1.1.1 Free allocation to existing entities (Art. 10a(1)),894012,units,81
2014,NO,1.1.1 Free allocation to existing entities (Art. 10a(1)),894035,units,81
2015,NO,1.1.1 Free allocation to existing entities (Art. 10a(1)),894012,units,81
2016,NO,1.1.1 Free allocation to existing entities (Art. 10a(1)),894035,units,81
2017,NO,1.1.1 Free allocation to existing entities (Art. 10a(1)),894035,units,81
2018,NO,1.1.1 Free allocation to existing entities (Art. 10a(1)),894037,units,81
2019,NO,1.1.1 Free allocation to existing entities (Art. 10a(1)),894035,units,81
2020,NO,1.1.1 Free allocation to existing entities (Art. 10a(1)),897372,units,81
2021,NO,1.1.1 Free allocation to existing entities (Art. 10a(1)),839693,units,81
2020,NO,1.1.4 Swiss Free Allocated allowances for aircraft operators,2638,units,81
2021,NO,1.1.4 Swiss Free Allocated allowances for aircraft operators,2580,units,81
2012,NO,1.2 Correction to freely allocated allowances (not reflected in EUTL),-54203.99688761996,units,81
2012,NO,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,NO,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,NO,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2015,NO,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2016,NO,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2017,NO,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2018,NO,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2019,NO,1.3 Allowances auctioned or sold (EUAs and EUAAs),685000,units,81
2020,NO,1.3 Allowances auctioned or sold (EUAs and EUAAs),1146000,units,81
2021,NO,1.3 Allowances auctioned or sold (EUAs and EUAAs),159500,units,81
2012,NO,2. Verified emissions,1963425,tonne of CO2 equ.,81
2013,NO,2. Verified emissions,2103094,tonne of CO2 equ.,81
2014,NO,2. Verified emissions,2319433,tonne of CO2 equ.,81
2015,NO,2. Verified emissions,2246646,tonne of CO2 equ.,81
2016,NO,2. Verified emissions,1592192,tonne of CO2 equ.,81
2017,NO,2. Verified emissions,1457639,tonne of CO2 equ.,81
2018,NO,2. Verified emissions,1518319,tonne of CO2 equ.,81
2019,NO,2. Verified emissions,1572058,tonne of CO2 equ.,81
2020,NO,2. Verified emissions,574770,tonne of CO2 equ.,81
2021,NO,2. Verified emissions,742920,tonne of CO2 equ.,81
2012,NO,2.1 EU-ETS Verified Emission,1963425,tonne of CO2 equ.,81
2013,NO,2.1 EU-ETS Verified Emission,2103094,tonne of CO2 equ.,81
2014,NO,2.1 EU-ETS Verified Emission,2319433,tonne of CO2 equ.,81
2015,NO,2.1 EU-ETS Verified Emission,2246646,tonne of CO2 equ.,81
2016,NO,2.1 EU-ETS Verified Emission,1592192,tonne of CO2 equ.,81
2017,NO,2.1 EU-ETS Verified Emission,1457639,tonne of CO2 equ.,81
2018,NO,2.1 EU-ETS Verified Emission,1518319,tonne of CO2 equ.,81
2019,NO,2.1 EU-ETS Verified Emission,1572058,tonne of CO2 equ.,81
2020,NO,2.1 EU-ETS Verified Emission,573956,tonne of CO2 equ.,81
2021,NO,2.1 EU-ETS Verified Emission,742858,tonne of CO2 equ.,81
2020,NO,2.2 Swiss Verified Emissions for aircraft operators,814,tonne of CO2 equ.,81
2021,NO,2.2 Swiss Verified Emissions for aircraft operators,62,tonne of CO2 equ.,81
2012,NO,4. Total surrendered units,1963426,units,81
2014,NO,4. Total surrendered units,4422527,units,81
2015,NO,4. Total surrendered units,2246646,units,81
2016,NO,4. Total surrendered units,1592192,units,81
2017,NO,4. Total surrendered units,1440349,units,81
2018,NO,4. Total surrendered units,1541265,units,81
2019,NO,4. Total surrendered units,1566402,units,81
2020,NO,4. Total surrendered units,201952,units,81
2021,NO,4. Total surrendered units,742685,units,81
2012,NO,4.1 Surrendered EU allowances (EUAs and EUAAs),1671039,units,81
2014,NO,4.1 Surrendered EU allowances (EUAs and EUAAs),4422527,units,81
2015,NO,4.1 Surrendered EU allowances (EUAs and EUAAs),2246646,units,81
2016,NO,4.1 Surrendered EU allowances (EUAs and EUAAs),1592192,units,81
2017,NO,4.1 Surrendered EU allowances (EUAs and EUAAs),1440349,units,81
2018,NO,4.1 Surrendered EU allowances (EUAs and EUAAs),1541265,units,81
2019,NO,4.1 Surrendered EU allowances (EUAs and EUAAs),1566402,units,81
2020,NO,4.1 Surrendered EU allowances (EUAs and EUAAs),201952,units,81
2021,NO,4.1 Surrendered EU allowances (EUAs and EUAAs),742632,units,81
2012,NO,4.2 Surrendered certified emission reductions (CERs),279369,units,81
2012,NO,4.3 Surrendered emission reduction units (ERUs),13018,units,81
2021,NO,4.4 Surrendered Units CHU/CHUAA,53,units,81
2012,PL,1. Total allocated allowances (EUA or EUAA),254866.0019242345,units,81
2013,PL,1. Total allocated allowances (EUA or EUAA),230749,units,81
2014,PL,1. Total allocated allowances (EUA or EUAA),230749,units,81
2015,PL,1. Total allocated allowances (EUA or EUAA),664249,units,81
2016,PL,1. Total allocated allowances (EUA or EUAA),350749,units,81
2017,PL,1. Total allocated allowances (EUA or EUAA),563493,units,81
2018,PL,1. Total allocated allowances (EUA or EUAA),580493,units,81
2019,PL,1. Total allocated allowances (EUA or EUAA),468769,units,81
2020,PL,1. Total allocated allowances (EUA or EUAA),474027,units,81
2021,PL,1. Total allocated allowances (EUA or EUAA),402022,units,81
2012,PL,1.1 Freely allocated allowances,651131,units,81
2013,PL,1.1 Freely allocated allowances,230749,units,81
2014,PL,1.1 Freely allocated allowances,230749,units,81
2015,PL,1.1 Freely allocated allowances,230749,units,81
2016,PL,1.1 Freely allocated allowances,230749,units,81
2017,PL,1.1 Freely allocated allowances,468493,units,81
2018,PL,1.1 Freely allocated allowances,468493,units,81
2019,PL,1.1 Freely allocated allowances,356269,units,81
2020,PL,1.1 Freely allocated allowances,368527,units,81
2021,PL,1.1 Freely allocated allowances,288022,units,81
2012,PL,1.1.1 Free allocation to existing entities (Art. 10a(1)),651131,units,81
2013,PL,1.1.1 Free allocation to existing entities (Art. 10a(1)),230749,units,81
2014,PL,1.1.1 Free allocation to existing entities (Art. 10a(1)),230749,units,81
2015,PL,1.1.1 Free allocation to existing entities (Art. 10a(1)),230749,units,81
2016,PL,1.1.1 Free allocation to existing entities (Art. 10a(1)),230749,units,81
2017,PL,1.1.1 Free allocation to existing entities (Art. 10a(1)),230749,units,81
2018,PL,1.1.1 Free allocation to existing entities (Art. 10a(1)),230749,units,81
2019,PL,1.1.1 Free allocation to existing entities (Art. 10a(1)),230749,units,81
2020,PL,1.1.1 Free allocation to existing entities (Art. 10a(1)),234131,units,81
2021,PL,1.1.1 Free allocation to existing entities (Art. 10a(1)),279341,units,81
2017,PL,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),237744,units,81
2018,PL,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),237744,units,81
2019,PL,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),125520,units,81
2020,PL,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),125520,units,81
2020,PL,1.1.4 Swiss Free Allocated allowances for aircraft operators,8876,units,81
2021,PL,1.1.4 Swiss Free Allocated allowances for aircraft operators,8681,units,81
2012,PL,1.2 Correction to freely allocated allowances (not reflected in EUTL),-396264.9980757655,units,81
2012,PL,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,PL,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,PL,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2015,PL,1.3 Allowances auctioned or sold (EUAs and EUAAs),433500,units,81
2016,PL,1.3 Allowances auctioned or sold (EUAs and EUAAs),120000,units,81
2017,PL,1.3 Allowances auctioned or sold (EUAs and EUAAs),95000,units,81
2018,PL,1.3 Allowances auctioned or sold (EUAs and EUAAs),112000,units,81
2019,PL,1.3 Allowances auctioned or sold (EUAs and EUAAs),112500,units,81
2020,PL,1.3 Allowances auctioned or sold (EUAs and EUAAs),105500,units,81
2021,PL,1.3 Allowances auctioned or sold (EUAs and EUAAs),114000,units,81
2012,PL,2. Verified emissions,641424,tonne of CO2 equ.,81
2013,PL,2. Verified emissions,616587,tonne of CO2 equ.,81
2014,PL,2. Verified emissions,629899,tonne of CO2 equ.,81
2015,PL,2. Verified emissions,591020,tonne of CO2 equ.,81
2016,PL,2. Verified emissions,749946,tonne of CO2 equ.,81
2017,PL,2. Verified emissions,943715,tonne of CO2 equ.,81
2018,PL,2. Verified emissions,1142534,tonne of CO2 equ.,81
2019,PL,2. Verified emissions,1097467,tonne of CO2 equ.,81
2020,PL,2. Verified emissions,429191,tonne of CO2 equ.,81
2021,PL,2. Verified emissions,497959,tonne of CO2 equ.,81
2012,PL,2.1 EU-ETS Verified Emission,641424,tonne of CO2 equ.,81
2013,PL,2.1 EU-ETS Verified Emission,616587,tonne of CO2 equ.,81
2014,PL,2.1 EU-ETS Verified Emission,629899,tonne of CO2 equ.,81
2015,PL,2.1 EU-ETS Verified Emission,591020,tonne of CO2 equ.,81
2016,PL,2.1 EU-ETS Verified Emission,749946,tonne of CO2 equ.,81
2017,PL,2.1 EU-ETS Verified Emission,943715,tonne of CO2 equ.,81
2018,PL,2.1 EU-ETS Verified Emission,1142534,tonne of CO2 equ.,81
2019,PL,2.1 EU-ETS Verified Emission,1097467,tonne of CO2 equ.,81
2020,PL,2.1 EU-ETS Verified Emission,421061,tonne of CO2 equ.,81
2021,PL,2.1 EU-ETS Verified Emission,487570,tonne of CO2 equ.,81
2020,PL,2.2 Swiss Verified Emissions for aircraft operators,8130,tonne of CO2 equ.,81
2021,PL,2.2 Swiss Verified Emissions for aircraft operators,10389,tonne of CO2 equ.,81
2012,PL,4. Total surrendered units,641424,units,81
2013,PL,4. Total surrendered units,329,units,81
2014,PL,4. Total surrendered units,1234962,units,81
2015,PL,4. Total surrendered units,591020,units,81
2016,PL,4. Total surrendered units,749946,units,81
2017,PL,4. Total surrendered units,943715,units,81
2018,PL,4. Total surrendered units,1015266,units,81
2019,PL,4. Total surrendered units,1097467,units,81
2020,PL,4. Total surrendered units,429191,units,81
2021,PL,4. Total surrendered units,498045,units,81
2012,PL,4.1 Surrendered EU allowances (EUAs and EUAAs),545931,units,81
2013,PL,4.1 Surrendered EU allowances (EUAs and EUAAs),329,units,81
2014,PL,4.1 Surrendered EU allowances (EUAs and EUAAs),1234962,units,81
2015,PL,4.1 Surrendered EU allowances (EUAs and EUAAs),591020,units,81
2016,PL,4.1 Surrendered EU allowances (EUAs and EUAAs),749946,units,81
2017,PL,4.1 Surrendered EU allowances (EUAs and EUAAs),943715,units,81
2018,PL,4.1 Surrendered EU allowances (EUAs and EUAAs),1015266,units,81
2019,PL,4.1 Surrendered EU allowances (EUAs and EUAAs),1097467,units,81
2020,PL,4.1 Surrendered EU allowances (EUAs and EUAAs),420315,units,81
2021,PL,4.1 Surrendered EU allowances (EUAs and EUAAs),488875,units,81
2012,PL,4.3 Surrendered emission reduction units (ERUs),95493,units,81
2020,PL,4.4 Surrendered Units CHU/CHUAA,8876,units,81
2021,PL,4.4 Surrendered Units CHU/CHUAA,9170,units,81
2012,PT,1. Total allocated allowances (EUA or EUAA),773001.4438967672,units,81
2013,PT,1. Total allocated allowances (EUA or EUAA),503817,units,81
2014,PT,1. Total allocated allowances (EUA or EUAA),717886,units,81
2015,PT,1. Total allocated allowances (EUA or EUAA),914319,units,81
2016,PT,1. Total allocated allowances (EUA or EUAA),653817,units,81
2017,PT,1. Total allocated allowances (EUA or EUAA),622317,units,81
2018,PT,1. Total allocated allowances (EUA or EUAA),643817,units,81
2019,PT,1. Total allocated allowances (EUA or EUAA),643817,units,81
2020,PT,1. Total allocated allowances (EUA or EUAA),701997,units,81
2021,PT,1. Total allocated allowances (EUA or EUAA),670959,units,81
2012,PT,1.1 Freely allocated allowances,2111265,units,81
2013,PT,1.1 Freely allocated allowances,503817,units,81
2014,PT,1.1 Freely allocated allowances,505886,units,81
2015,PT,1.1 Freely allocated allowances,503819,units,81
2016,PT,1.1 Freely allocated allowances,503817,units,81
2017,PT,1.1 Freely allocated allowances,503817,units,81
2018,PT,1.1 Freely allocated allowances,503817,units,81
2019,PT,1.1 Freely allocated allowances,503817,units,81
2020,PT,1.1 Freely allocated allowances,567497,units,81
2021,PT,1.1 Freely allocated allowances,523959,units,81
2012,PT,1.1.1 Free allocation to existing entities (Art. 10a(1)),2111265,units,81
2013,PT,1.1.1 Free allocation to existing entities (Art. 10a(1)),503817,units,81
2014,PT,1.1.1 Free allocation to existing entities (Art. 10a(1)),505886,units,81
2015,PT,1.1.1 Free allocation to existing entities (Art. 10a(1)),503819,units,81
2016,PT,1.1.1 Free allocation to existing entities (Art. 10a(1)),503817,units,81
2017,PT,1.1.1 Free allocation to existing entities (Art. 10a(1)),503817,units,81
2018,PT,1.1.1 Free allocation to existing entities (Art. 10a(1)),503817,units,81
2019,PT,1.1.1 Free allocation to existing entities (Art. 10a(1)),503817,units,81
2020,PT,1.1.1 Free allocation to existing entities (Art. 10a(1)),530297,units,81
2021,PT,1.1.1 Free allocation to existing entities (Art. 10a(1)),487701,units,81
2020,PT,1.1.4 Swiss Free Allocated allowances for aircraft operators,37200,units,81
2021,PT,1.1.4 Swiss Free Allocated allowances for aircraft operators,36258,units,81
2012,PT,1.2 Correction to freely allocated allowances (not reflected in EUTL),-1338263.556103233,units,81
2012,PT,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,PT,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,PT,1.3 Allowances auctioned or sold (EUAs and EUAAs),212000,units,81
2015,PT,1.3 Allowances auctioned or sold (EUAs and EUAAs),410500,units,81
2016,PT,1.3 Allowances auctioned or sold (EUAs and EUAAs),150000,units,81
2017,PT,1.3 Allowances auctioned or sold (EUAs and EUAAs),118500,units,81
2018,PT,1.3 Allowances auctioned or sold (EUAs and EUAAs),140000,units,81
2019,PT,1.3 Allowances auctioned or sold (EUAs and EUAAs),140000,units,81
2020,PT,1.3 Allowances auctioned or sold (EUAs and EUAAs),134500,units,81
2021,PT,1.3 Allowances auctioned or sold (EUAs and EUAAs),147000,units,81
2012,PT,2. Verified emissions,1519494,tonne of CO2 equ.,81
2013,PT,2. Verified emissions,1183922,tonne of CO2 equ.,81
2014,PT,2. Verified emissions,1230446,tonne of CO2 equ.,81
2015,PT,2. Verified emissions,1280858,tonne of CO2 equ.,81
2016,PT,2. Verified emissions,1239074,tonne of CO2 equ.,81
2017,PT,2. Verified emissions,1347447,tonne of CO2 equ.,81
2018,PT,2. Verified emissions,1503870,tonne of CO2 equ.,81
2019,PT,2. Verified emissions,1554584,tonne of CO2 equ.,81
2020,PT,2. Verified emissions,567676,tonne of CO2 equ.,81
2021,PT,2. Verified emissions,657347,tonne of CO2 equ.,81
2012,PT,2.1 EU-ETS Verified Emission,1519494,tonne of CO2 equ.,81
2013,PT,2.1 EU-ETS Verified Emission,1183922,tonne of CO2 equ.,81
2014,PT,2.1 EU-ETS Verified Emission,1230446,tonne of CO2 equ.,81
2015,PT,2.1 EU-ETS Verified Emission,1280858,tonne of CO2 equ.,81
2016,PT,2.1 EU-ETS Verified Emission,1239074,tonne of CO2 equ.,81
2017,PT,2.1 EU-ETS Verified Emission,1347447,tonne of CO2 equ.,81
2018,PT,2.1 EU-ETS Verified Emission,1503870,tonne of CO2 equ.,81
2019,PT,2.1 EU-ETS Verified Emission,1554584,tonne of CO2 equ.,81
2020,PT,2.1 EU-ETS Verified Emission,535839,tonne of CO2 equ.,81
2021,PT,2.1 EU-ETS Verified Emission,622977,tonne of CO2 equ.,81
2020,PT,2.2 Swiss Verified Emissions for aircraft operators,31837,tonne of CO2 equ.,81
2021,PT,2.2 Swiss Verified Emissions for aircraft operators,34370,tonne of CO2 equ.,81
2012,PT,4. Total surrendered units,1516564,units,81
2013,PT,4. Total surrendered units,231,units,81
2014,PT,4. Total surrendered units,2411993,units,81
2015,PT,4. Total surrendered units,1285026,units,81
2016,PT,4. Total surrendered units,1239220,units,81
2017,PT,4. Total surrendered units,1347195,units,81
2018,PT,4. Total surrendered units,1504131,units,81
2019,PT,4. Total surrendered units,1554623,units,81
2020,PT,4. Total surrendered units,567620,units,81
2021,PT,4. Total surrendered units,657053,units,81
2012,PT,4.1 Surrendered EU allowances (EUAs and EUAAs),1289355,units,81
2013,PT,4.1 Surrendered EU allowances (EUAs and EUAAs),231,units,81
2014,PT,4.1 Surrendered EU allowances (EUAs and EUAAs),2411993,units,81
2015,PT,4.1 Surrendered EU allowances (EUAs and EUAAs),1285026,units,81
2016,PT,4.1 Surrendered EU allowances (EUAs and EUAAs),1239220,units,81
2017,PT,4.1 Surrendered EU allowances (EUAs and EUAAs),1347195,units,81
2018,PT,4.1 Surrendered EU allowances (EUAs and EUAAs),1504131,units,81
2019,PT,4.1 Surrendered EU allowances (EUAs and EUAAs),1554623,units,81
2020,PT,4.1 Surrendered EU allowances (EUAs and EUAAs),530420,units,81
2021,PT,4.1 Surrendered EU allowances (EUAs and EUAAs),634020,units,81
2012,PT,4.2 Surrendered certified emission reductions (CERs),20026,units,81
2012,PT,4.3 Surrendered emission reduction units (ERUs),207183,units,81
2020,PT,4.4 Surrendered Units CHU/CHUAA,37200,units,81
2021,PT,4.4 Surrendered Units CHU/CHUAA,23033,units,81
2012,RO,1. Total allocated allowances (EUA or EUAA),335568.3425529267,units,81
2013,RO,1. Total allocated allowances (EUA or EUAA),314061,units,81
2014,RO,1. Total allocated allowances (EUA or EUAA),368061,units,81
2015,RO,1. Total allocated allowances (EUA or EUAA),541061,units,81
2016,RO,1. Total allocated allowances (EUA or EUAA),396561,units,81
2017,RO,1. Total allocated allowances (EUA or EUAA),379561,units,81
2018,RO,1. Total allocated allowances (EUA or EUAA),391061,units,81
2019,RO,1. Total allocated allowances (EUA or EUAA),391561,units,81
2020,RO,1. Total allocated allowances (EUA or EUAA),389604,units,81
2021,RO,1. Total allocated allowances (EUA or EUAA),342840,units,81
2012,RO,1.1 Freely allocated allowances,380258,units,81
2013,RO,1.1 Freely allocated allowances,314061,units,81
2014,RO,1.1 Freely allocated allowances,314061,units,81
2015,RO,1.1 Freely allocated allowances,314061,units,81
2016,RO,1.1 Freely allocated allowances,314061,units,81
2017,RO,1.1 Freely allocated allowances,314061,units,81
2018,RO,1.1 Freely allocated allowances,314061,units,81
2019,RO,1.1 Freely allocated allowances,314061,units,81
2020,RO,1.1 Freely allocated allowances,315104,units,81
2021,RO,1.1 Freely allocated allowances,272340,units,81
2012,RO,1.1.1 Free allocation to existing entities (Art. 10a(1)),380258,units,81
2013,RO,1.1.1 Free allocation to existing entities (Art. 10a(1)),314061,units,81
2014,RO,1.1.1 Free allocation to existing entities (Art. 10a(1)),314061,units,81
2015,RO,1.1.1 Free allocation to existing entities (Art. 10a(1)),314061,units,81
2016,RO,1.1.1 Free allocation to existing entities (Art. 10a(1)),314061,units,81
2017,RO,1.1.1 Free allocation to existing entities (Art. 10a(1)),314061,units,81
2018,RO,1.1.1 Free allocation to existing entities (Art. 10a(1)),314061,units,81
2019,RO,1.1.1 Free allocation to existing entities (Art. 10a(1)),314061,units,81
2020,RO,1.1.1 Free allocation to existing entities (Art. 10a(1)),315092,units,81
2021,RO,1.1.1 Free allocation to existing entities (Art. 10a(1)),272340,units,81
2020,RO,1.1.4 Swiss Free Allocated allowances for aircraft operators,12,units,81
2012,RO,1.2 Correction to freely allocated allowances (not reflected in EUTL),-44689.65744707326,units,81
2012,RO,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,RO,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,RO,1.3 Allowances auctioned or sold (EUAs and EUAAs),54000,units,81
2015,RO,1.3 Allowances auctioned or sold (EUAs and EUAAs),227000,units,81
2016,RO,1.3 Allowances auctioned or sold (EUAs and EUAAs),82500,units,81
2017,RO,1.3 Allowances auctioned or sold (EUAs and EUAAs),65500,units,81
2018,RO,1.3 Allowances auctioned or sold (EUAs and EUAAs),77000,units,81
2019,RO,1.3 Allowances auctioned or sold (EUAs and EUAAs),77500,units,81
2020,RO,1.3 Allowances auctioned or sold (EUAs and EUAAs),74500,units,81
2021,RO,1.3 Allowances auctioned or sold (EUAs and EUAAs),70500,units,81
2012,RO,2. Verified emissions,511204,tonne of CO2 equ.,81
2013,RO,2. Verified emissions,477818,tonne of CO2 equ.,81
2014,RO,2. Verified emissions,491218,tonne of CO2 equ.,81
2015,RO,2. Verified emissions,571364,tonne of CO2 equ.,81
2016,RO,2. Verified emissions,751929,tonne of CO2 equ.,81
2017,RO,2. Verified emissions,919126,tonne of CO2 equ.,81
2018,RO,2. Verified emissions,952934,tonne of CO2 equ.,81
2019,RO,2. Verified emissions,1068766,tonne of CO2 equ.,81
2020,RO,2. Verified emissions,375041,tonne of CO2 equ.,81
2021,RO,2. Verified emissions,392336,tonne of CO2 equ.,81
2012,RO,2.1 EU-ETS Verified Emission,511204,tonne of CO2 equ.,81
2013,RO,2.1 EU-ETS Verified Emission,477818,tonne of CO2 equ.,81
2014,RO,2.1 EU-ETS Verified Emission,491218,tonne of CO2 equ.,81
2015,RO,2.1 EU-ETS Verified Emission,571364,tonne of CO2 equ.,81
2016,RO,2.1 EU-ETS Verified Emission,751929,tonne of CO2 equ.,81
2017,RO,2.1 EU-ETS Verified Emission,919126,tonne of CO2 equ.,81
2018,RO,2.1 EU-ETS Verified Emission,952934,tonne of CO2 equ.,81
2019,RO,2.1 EU-ETS Verified Emission,1068766,tonne of CO2 equ.,81
2020,RO,2.1 EU-ETS Verified Emission,375002,tonne of CO2 equ.,81
2021,RO,2.1 EU-ETS Verified Emission,392286,tonne of CO2 equ.,81
2020,RO,2.2 Swiss Verified Emissions for aircraft operators,39,tonne of CO2 equ.,81
2021,RO,2.2 Swiss Verified Emissions for aircraft operators,50,tonne of CO2 equ.,81
2012,RO,4. Total surrendered units,511204,units,81
2014,RO,4. Total surrendered units,969036,units,81
2015,RO,4. Total surrendered units,571364,units,81
2016,RO,4. Total surrendered units,751929,units,81
2017,RO,4. Total surrendered units,919894,units,81
2018,RO,4. Total surrendered units,952166,units,81
2019,RO,4. Total surrendered units,1068766,units,81
2020,RO,4. Total surrendered units,375041,units,81
2021,RO,4. Total surrendered units,339906,units,81
2012,RO,4.1 Surrendered EU allowances (EUAs and EUAAs),434531,units,81
2014,RO,4.1 Surrendered EU allowances (EUAs and EUAAs),969036,units,81
2015,RO,4.1 Surrendered EU allowances (EUAs and EUAAs),571364,units,81
2016,RO,4.1 Surrendered EU allowances (EUAs and EUAAs),751929,units,81
2017,RO,4.1 Surrendered EU allowances (EUAs and EUAAs),919894,units,81
2018,RO,4.1 Surrendered EU allowances (EUAs and EUAAs),952166,units,81
2019,RO,4.1 Surrendered EU allowances (EUAs and EUAAs),1068766,units,81
2020,RO,4.1 Surrendered EU allowances (EUAs and EUAAs),375029,units,81
2021,RO,4.1 Surrendered EU allowances (EUAs and EUAAs),339906,units,81
2012,RO,4.3 Surrendered emission reduction units (ERUs),76673,units,81
2020,RO,4.4 Surrendered Units CHU/CHUAA,12,units,81
2012,SE,1. Total allocated allowances (EUA or EUAA),3151747.869184981,units,81
2013,SE,1. Total allocated allowances (EUA or EUAA),1537511,units,81
2014,SE,1. Total allocated allowances (EUA or EUAA),1708003,units,81
2015,SE,1. Total allocated allowances (EUA or EUAA),2054003,units,81
2016,SE,1. Total allocated allowances (EUA or EUAA),1726003,units,81
2017,SE,1. Total allocated allowances (EUA or EUAA),1691291,units,81
2018,SE,1. Total allocated allowances (EUA or EUAA),1709507,units,81
2019,SE,1. Total allocated allowances (EUA or EUAA),1703373,units,81
2020,SE,1. Total allocated allowances (EUA or EUAA),1716766,units,81
2021,SE,1. Total allocated allowances (EUA or EUAA),1603582,units,81
2012,SE,1.1 Freely allocated allowances,3151814,units,81
2013,SE,1.1 Freely allocated allowances,1537511,units,81
2014,SE,1.1 Freely allocated allowances,1537503,units,81
2015,SE,1.1 Freely allocated allowances,1537503,units,81
2016,SE,1.1 Freely allocated allowances,1537503,units,81
2017,SE,1.1 Freely allocated allowances,1542291,units,81
2018,SE,1.1 Freely allocated allowances,1533007,units,81
2019,SE,1.1 Freely allocated allowances,1527373,units,81
2020,SE,1.1 Freely allocated allowances,1547266,units,81
2021,SE,1.1 Freely allocated allowances,1462582,units,81
2012,SE,1.1.1 Free allocation to existing entities (Art. 10a(1)),3151814,units,81
2013,SE,1.1.1 Free allocation to existing entities (Art. 10a(1)),1537511,units,81
2014,SE,1.1.1 Free allocation to existing entities (Art. 10a(1)),1537503,units,81
2015,SE,1.1.1 Free allocation to existing entities (Art. 10a(1)),1537503,units,81
2016,SE,1.1.1 Free allocation to existing entities (Art. 10a(1)),1537503,units,81
2017,SE,1.1.1 Free allocation to existing entities (Art. 10a(1)),1537467,units,81
2018,SE,1.1.1 Free allocation to existing entities (Art. 10a(1)),1528183,units,81
2019,SE,1.1.1 Free allocation to existing entities (Art. 10a(1)),1522549,units,81
2020,SE,1.1.1 Free allocation to existing entities (Art. 10a(1)),1518100,units,81
2021,SE,1.1.1 Free allocation to existing entities (Art. 10a(1)),1438772,units,81
2017,SE,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),4824,units,81
2018,SE,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),4824,units,81
2019,SE,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),4824,units,81
2020,SE,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),4824,units,81
2020,SE,1.1.4 Swiss Free Allocated allowances for aircraft operators,24342,units,81
2021,SE,1.1.4 Swiss Free Allocated allowances for aircraft operators,23810,units,81
2012,SE,1.2 Correction to freely allocated allowances (not reflected in EUTL),-66.13081501889974,units,81
2012,SE,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,SE,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,SE,1.3 Allowances auctioned or sold (EUAs and EUAAs),170500,units,81
2015,SE,1.3 Allowances auctioned or sold (EUAs and EUAAs),516499.9999999999,units,81
2016,SE,1.3 Allowances auctioned or sold (EUAs and EUAAs),188500,units,81
2017,SE,1.3 Allowances auctioned or sold (EUAs and EUAAs),149000,units,81
2018,SE,1.3 Allowances auctioned or sold (EUAs and EUAAs),176500,units,81
2019,SE,1.3 Allowances auctioned or sold (EUAs and EUAAs),176000,units,81
2020,SE,1.3 Allowances auctioned or sold (EUAs and EUAAs),169500,units,81
2021,SE,1.3 Allowances auctioned or sold (EUAs and EUAAs),141000,units,81
2012,SE,2. Verified emissions,4371631,tonne of CO2 equ.,81
2013,SE,2. Verified emissions,2737347,tonne of CO2 equ.,81
2014,SE,2. Verified emissions,2823996,tonne of CO2 equ.,81
2015,SE,2. Verified emissions,2808525,tonne of CO2 equ.,81
2016,SE,2. Verified emissions,2889899,tonne of CO2 equ.,81
2017,SE,2. Verified emissions,2961636,tonne of CO2 equ.,81
2018,SE,2. Verified emissions,2860973,tonne of CO2 equ.,81
2019,SE,2. Verified emissions,2764968,tonne of CO2 equ.,81
2020,SE,2. Verified emissions,1017394,tonne of CO2 equ.,81
2021,SE,2. Verified emissions,1050735,tonne of CO2 equ.,81
2012,SE,2.1 EU-ETS Verified Emission,4371631,tonne of CO2 equ.,81
2013,SE,2.1 EU-ETS Verified Emission,2737347,tonne of CO2 equ.,81
2014,SE,2.1 EU-ETS Verified Emission,2823996,tonne of CO2 equ.,81
2015,SE,2.1 EU-ETS Verified Emission,2808525,tonne of CO2 equ.,81
